anno,territorio,livello_territoriale,categoria_sport,n_spettacoli,persone,media_ps,botteghino,pubblico
2021,Valle d'Aosta,regione,Sport di squadra non calcio,0.0,0.0,,,
2021,Tot Nord-ovest,macroarea,Sport di squadra non calcio,658.0,247419.0,,,
2021,Emilia-Romagna,regione,Sport di squadra non calcio,241.0,155710.0,,,
2021,Friuli- Venezia Giulia,regione,Sport di squadra non calcio,88.0,30143.0,,,
2021,Trentino-Alto Adige,regione,Sport di squadra non calcio,26.0,25771.0,,,
2021,Veneto,regione,Sport di squadra non calcio,217.0,128576.0,,,
2021,Tot Nord-est,macroarea,Sport di squadra non calcio,572.0,340200.0,,,
2021,Lazio,regione,Sport di squadra non calcio,42.0,9896.0,,,
2021,Marche,regione,Sport di squadra non calcio,114.0,42382.0,,,
2021,Toscana,regione,Sport di squadra non calcio,215.0,36221.0,,,
2021,Umbria,regione,Sport di squadra non calcio,28.0,11824.0,,,
2021,Tot Centro,macroarea,Sport di squadra non calcio,399.0,100323.0,,,
2021,Abruzzo,regione,Sport di squadra non calcio,61.0,14350.0,,,
2021,Basilicata,regione,Sport di squadra non calcio,11.0,1177.0,,,
2021,Calabria,regione,Sport di squadra non calcio,22.0,5191.0,,,
2021,Campania,regione,Sport di squadra non calcio,47.0,18025.0,,,
2021,Molise,regione,Sport di squadra non calcio,8.0,2059.0,,,
2021,Puglia,regione,Sport di squadra non calcio,100.0,33251.0,,,
2021,Tot Sud,macroarea,Sport di squadra non calcio,249.0,74053.0,,,
2021,Sardegna,regione,Sport di squadra non calcio,31.0,22402.0,,,
2021,Sicilia,regione,Sport di squadra non calcio,61.0,10537.0,,,
2021,Tot Isole,macroarea,Sport di squadra non calcio,92.0,32939.0,,,
2021,Totale complessivo,totale_nazionale,Sport di squadra non calcio,1970.0,794934.0,,,
2021,Liguria,regione,Sport individuali,2.0,244.0,,,
2021,Lombardia,regione,Sport individuali,52.0,91836.0,,,
2021,Piemonte,regione,Sport individuali,38.0,166384.0,,,
2021,Valle d'Aosta,regione,Sport individuali,15.0,1232.0,,,
2021,Tot Nord-ovest,macroarea,Sport individuali,107.0,259696.0,,,
2021,Emilia-Romagna,regione,Sport individuali,63.0,112785.0,,,
2021,Friuli- Venezia Giulia,regione,Sport individuali,15.0,4600.0,,,
2021,Trentino-Alto Adige,regione,Sport individuali,37.0,34401.0,,,
2021,Veneto,regione,Sport individuali,9.0,2337.0,,,
2021,Tot Nord-est,macroarea,Sport individuali,124.0,154123.0,,,
2021,Lazio,regione,Sport individuali,124.0,40962.0,,,
2021,Marche,regione,Sport individuali,9.0,1121.0,,,
2021,Toscana,regione,Sport individuali,167.0,28596.0,,,
2021,Umbria,regione,Sport individuali,5.0,361.0,,,
2021,Tot Centro,macroarea,Sport individuali,305.0,71040.0,,,
2021,Abruzzo,regione,Sport individuali,8.0,511.0,,,
2021,Basilicata,regione,Sport individuali,0.0,0.0,,,
2021,Calabria,regione,Sport individuali,0.0,0.0,,,
2021,Campania,regione,Sport individuali,64.0,6152.0,,,
2021,Molise,regione,Sport individuali,0.0,0.0,,,
2021,Puglia,regione,Sport individuali,0.0,0.0,,,
2021,Tot Sud,macroarea,Sport individuali,72.0,6663.0,,,
2021,Sardegna,regione,Sport individuali,37.0,10410.0,,,
2021,Sicilia,regione,Sport individuali,10.0,1227.0,,,
2021,Tot Isole,macroarea,Sport individuali,47.0,11637.0,,,
2021,Totale complessivo,totale_nazionale,Sport individuali,655.0,503159.0,,,
2021,Liguria,regione,Altri sport,25.0,3434.0,,,
2021,Lombardia,regione,Altri sport,144.0,25703.0,,,
2021,Piemonte,regione,Altri sport,238.0,37082.0,,,
2021,Valle d'Aosta,regione,Altri sport,4.0,3128.0,,,
2021,Tot Nord-ovest,macroarea,Altri sport,411.0,69347.0,,,
2021,Emilia-Romagna,regione,Altri sport,157.0,76292.0,,,
2021,Friuli- Venezia Giulia,regione,Altri sport,13.0,10544.0,,,
2021,Trentino-Alto Adige,regione,Altri sport,224.0,79966.0,,,
2021,Veneto,regione,Altri sport,144.0,23792.0,,,
2021,Tot Nord-est,macroarea,Altri sport,538.0,190594.0,,,
2021,Lazio,regione,Altri sport,42.0,13812.0,,,
2021,Marche,regione,Altri sport,62.0,8642.0,,,
2021,Toscana,regione,Altri sport,179.0,14515.0,,,
2021,Umbria,regione,Altri sport,13.0,1496.0,,,
2021,Tot Centro,macroarea,Altri sport,296.0,38465.0,,,
2021,Abruzzo,regione,Altri sport,19.0,1755.0,,,
2021,Basilicata,regione,Altri sport,0.0,0.0,,,
2021,Calabria,regione,Altri sport,1.0,5831.0,,,
2021,Campania,regione,Altri sport,36.0,6732.0,,,
2021,Molise,regione,Altri sport,0.0,0.0,,,
2021,Puglia,regione,Altri sport,27.0,2782.0,,,
2021,Tot Sud,macroarea,Altri sport,83.0,17100.0,,,
2021,Sardegna,regione,Altri sport,15.0,2698.0,,,
2021,Sicilia,regione,Altri sport,27.0,4994.0,,,
2021,Tot Isole,macroarea,Altri sport,42.0,7692.0,,,
2021,Totale complessivo,totale_nazionale,Altri sport,1370.0,323198.0,,,
2020,Liguria,regione,Attività sportiva,766.0,218997.0,,,
2020,Lombardia,regione,Attività sportiva,9509.0,1492688.0,,,
2020,Piemonte,regione,Attività sportiva,4087.0,640681.0,,,
2020,Valle d'Aosta,regione,Attività sportiva,87.0,3965.0,,,
2020,Tot Nord-ovest,macroarea,Attività sportiva,14449.0,2356331.0,,,
2020,Emilia-Romagna,regione,Attività sportiva,3102.0,681954.0,,,
2020,Friuli- Venezia Giulia,regione,Attività sportiva,1676.0,221322.0,,,
2020,Trentino-Alto Adige,regione,Attività sportiva,832.0,278801.0,,,
2020,Veneto,regione,Attività sportiva,3384.0,434554.0,,,
2020,Tot Nord-est,macroarea,Attività sportiva,8994.0,1616631.0,,,
2020,Lazio,regione,Attività sportiva,863.0,671221.0,,,
2020,Marche,regione,Attività sportiva,2162.0,221314.0,,,
2020,Toscana,regione,Attività sportiva,8080.0,698807.0,,,
2020,Umbria,regione,Attività sportiva,747.0,170443.0,,,
2020,Tot Centro,macroarea,Attività sportiva,11852.0,1761785.0,,,
2020,Abruzzo,regione,Attività sportiva,639.0,90044.0,,,
2020,Basilicata,regione,Attività sportiva,146.0,22973.0,,,
2020,Calabria,regione,Attività sportiva,154.0,151869.0,,,
2020,Campania,regione,Attività sportiva,565.0,425186.0,,,
2020,Molise,regione,Attività sportiva,92.0,11324.0,,,
2020,Puglia,regione,Attività sportiva,484.0,322111.0,,,
2020,Tot Sud,macroarea,Attività sportiva,2080.0,1023507.0,,,
2020,Sardegna,regione,Attività sportiva,345.0,117858.0,,,
2020,Sicilia,regione,Attività sportiva,389.0,208135.0,,,
2020,Tot Isole,macroarea,Attività sportiva,734.0,325993.0,,,
2020,Totale complessivo,totale_nazionale,Attività sportiva,38109.0,7084247.0,,,
2019,Liguria,regione,Attività sportiva,2185.0,1097023.0,,,
2019,Lombardia,regione,Attività sportiva,33787.0,6624160.0,,,
2019,Piemonte,regione,Attività sportiva,16207.0,2857536.0,,,
2019,Valle d'Aosta,regione,Attività sportiva,338.0,15962.0,,,
2019,Tot Nord-ovest,macroarea,Attività sportiva,52517.0,10594681.0,,,
2019,Emilia-Romagna,regione,Attività sportiva,10388.0,3597177.0,,,
2019,Friuli- Venezia Giulia,regione,Attività sportiva,4865.0,1028998.0,,,
2019,Trentino-Alto Adige,regione,Attività sportiva,2156.0,541465.0,,,
2019,Veneto,regione,Attività sportiva,10049.0,2068903.0,,,
2019,Tot Nord-est,macroarea,Attività sportiva,27458.0,7236543.0,,,
2019,Lazio,regione,Attività sportiva,2276.0,2988551.0,,,
2019,Marche,regione,Attività sportiva,5654.0,883188.0,,,
2019,Toscana,regione,Attività sportiva,30391.0,3285286.0,,,
2019,Umbria,regione,Attività sportiva,2798.0,583215.0,,,
2019,Tot Centro,macroarea,Attività sportiva,41119.0,7740240.0,,,
2019,Abruzzo,regione,Attività sportiva,1831.0,398218.0,,,
2019,Basilicata,regione,Attività sportiva,352.0,127777.0,,,
2019,Calabria,regione,Attività sportiva,647.0,648641.0,,,
2019,Campania,regione,Attività sportiva,1637.0,1435972.0,,,
2019,Molise,regione,Attività sportiva,221.0,23007.0,,,
2019,Puglia,regione,Attività sportiva,1676.0,1244510.0,,,
2019,Tot Sud,macroarea,Attività sportiva,6364.0,3878125.0,,,
2019,Sardegna,regione,Attività sportiva,1413.0,622499.0,,,
2019,Sicilia,regione,Attività sportiva,1396.0,832913.0,,,
2019,Tot Isole,macroarea,Attività sportiva,2809.0,1455412.0,,,
2019,Totale complessivo,totale_nazionale,Attività sportiva,130267.0,30905001.0,,,
2018,Liguria,regione,Attività sportiva,2110.0,1204115.0,,,
2018,Lombardia,regione,Attività sportiva,35530.0,6593579.0,,,
2018,Piemonte,regione,Attività sportiva,19282.0,3193030.0,,,
2018,Valle d'Aosta,regione,Attività sportiva,408.0,24780.0,,,
2018,Tot Nord-ovest,macroarea,Attività sportiva,57330.0,11015504.0,,,
2018,Emilia-Romagna,regione,Attività sportiva,10764.0,3223129.0,,,
2018,Friuli- Venezia Giulia,regione,Attività sportiva,4341.0,830033.0,,,
2018,Trentino-Alto Adige,regione,Attività sportiva,2028.0,620641.0,,,
2018,Veneto,regione,Attività sportiva,10418.0,2051381.0,,,
2018,Tot Nord-est,macroarea,Attività sportiva,27551.0,6725184.0,,,
2018,Lazio,regione,Attività sportiva,2460.0,3239652.0,,,
2018,Marche,regione,Attività sportiva,5457.0,828742.0,,,
2018,Toscana,regione,Attività sportiva,29046.0,3042248.0,,,
2018,Umbria,regione,Attività sportiva,2928.0,471297.0,,,
2018,Tot Centro,macroarea,Attività sportiva,39891.0,7581939.0,,,
2018,Abruzzo,regione,Attività sportiva,1927.0,367030.0,,,
2018,Basilicata,regione,Attività sportiva,469.0,132231.0,,,
2018,Calabria,regione,Attività sportiva,711.0,493139.0,,,
2018,Campania,regione,Attività sportiva,1684.0,1745803.0,,,
2018,Molise,regione,Attività sportiva,237.0,20302.0,,,
2018,Puglia,regione,Attività sportiva,1595.0,1124567.0,,,
2018,Tot Sud,macroarea,Attività sportiva,6623.0,3883072.0,,,
2018,Sardegna,regione,Attività sportiva,1449.0,570164.0,,,
2018,Sicilia,regione,Attività sportiva,1394.0,804979.0,,,
2018,Tot Isole,macroarea,Attività sportiva,2843.0,1375143.0,,,
2018,Totale complessivo,totale_nazionale,Attività sportiva,134238.0,30580842.0,,,
2017,Liguria,regione,Attività sportiva,2206.0,1234484.0,,,
2017,Lombardia,regione,Attività sportiva,36986.0,6323924.0,,,
2017,Piemonte,regione,Attività sportiva,18267.0,3096605.0,,,
2017,Valle d'Aosta,regione,Attività sportiva,343.0,16868.0,,,
2017,Tot Nord-ovest,macroarea,Attività sportiva,57802.0,10671881.0,,,
2017,Emilia-Romagna,regione,Attività sportiva,11604.0,3395056.0,,,
2017,Friuli- Venezia Giulia,regione,Attività sportiva,5026.0,776041.0,,,
2017,Trentino-Alto Adige,regione,Attività sportiva,2095.0,594666.0,,,
2017,Veneto,regione,Attività sportiva,9747.0,1868217.0,,,
2017,Tot Nord-est,macroarea,Attività sportiva,28472.0,6633980.0,,,
2017,Lazio,regione,Attività sportiva,2684.0,2802726.0,,,
2017,Marche,regione,Attività sportiva,5828.0,804208.0,,,
2017,Toscana,regione,Attività sportiva,32414.0,3399501.0,,,
2017,Umbria,regione,Attività sportiva,2881.0,544835.0,,,
2017,Tot Centro,macroarea,Attività sportiva,43807.0,7551270.0,,,
2017,Abruzzo,regione,Attività sportiva,2238.0,478470.0,,,
2017,Basilicata,regione,Attività sportiva,610.0,131827.0,,,
2017,Calabria,regione,Attività sportiva,687.0,470378.0,,,
2017,Campania,regione,Attività sportiva,1659.0,2138668.0,,,
2017,Molise,regione,Attività sportiva,321.0,19236.0,,,
2017,Puglia,regione,Attività sportiva,1839.0,1265752.0,,,
2017,Tot Sud,macroarea,Attività sportiva,7354.0,4504331.0,,,
2017,Sardegna,regione,Attività sportiva,1368.0,504363.0,,,
2017,Sicilia,regione,Attività sportiva,1340.0,841801.0,,,
2017,Tot Isole,macroarea,Attività sportiva,2708.0,1346164.0,,,
2017,Totale complessivo,totale_nazionale,Attività sportiva,140143.0,30707626.0,,,
2016,Liguria,regione,Attività sportiva,2121.0,1253620.0,,,
2016,Lombardia,regione,Attività sportiva,38394.0,5886801.0,,,
2016,Piemonte,regione,Attività sportiva,18580.0,3113070.0,,,
2016,Valle d'Aosta,regione,Attività sportiva,334.0,18109.0,,,
2016,Tot Nord-ovest,macroarea,Attività sportiva,59429.0,10271600.0,,,
2016,Emilia-Romagna,regione,Attività sportiva,11513.0,2963195.0,,,
2016,Friuli- Venezia Giulia,regione,Attività sportiva,5039.0,665871.0,,,
2016,Trentino-Alto Adige,regione,Attività sportiva,2415.0,600682.0,,,
2016,Veneto,regione,Attività sportiva,10192.0,1741535.0,,,
2016,Tot Nord-est,macroarea,Attività sportiva,29159.0,5971283.0,,,
2016,Lazio,regione,Attività sportiva,2629.0,2469255.0,,,
2016,Marche,regione,Attività sportiva,6129.0,829608.0,,,
2016,Toscana,regione,Attività sportiva,31980.0,3360222.0,,,
2016,Umbria,regione,Attività sportiva,3073.0,429904.0,,,
2016,Tot Centro,macroarea,Attività sportiva,43811.0,7088989.0,,,
2016,Abruzzo,regione,Attività sportiva,2301.0,569460.0,,,
2016,Basilicata,regione,Attività sportiva,554.0,124112.0,,,
2016,Calabria,regione,Attività sportiva,621.0,342758.0,,,
2016,Campania,regione,Attività sportiva,1641.0,1889381.0,,,
2016,Molise,regione,Attività sportiva,331.0,23276.0,,,
2016,Puglia,regione,Attività sportiva,1845.0,1345647.0,,,
2016,Tot Sud,macroarea,Attività sportiva,7293.0,4294634.0,,,
2016,Sardegna,regione,Attività sportiva,1374.0,459334.0,,,
2016,Sicilia,regione,Attività sportiva,1504.0,993754.0,,,
2016,Tot Isole,macroarea,Attività sportiva,2878.0,1453088.0,,,
2016,Totale complessivo,totale_nazionale,Attività sportiva,142570.0,29079594.0,,,
2015,Liguria,regione,Attività sportiva,2093.0,1292239.0,,,
2015,Lombardia,regione,Attività sportiva,37102.0,5549070.0,,,
2015,Piemonte,regione,Attività sportiva,18045.0,2931393.0,,,
2015,Valle d'Aosta,regione,Attività sportiva,259.0,20150.0,,,
2015,Tot Nord-ovest,macroarea,Attività sportiva,57499.0,9792852.0,,,
2015,Emilia-Romagna,regione,Attività sportiva,12026.0,2846476.0,,,
2015,Friuli- Venezia Giulia,regione,Attività sportiva,4881.0,457989.0,,,
2015,Trentino-Alto Adige,regione,Attività sportiva,2507.0,551214.0,,,
2015,Veneto,regione,Attività sportiva,10482.0,1746370.0,,,
2015,Tot Nord-est,macroarea,Attività sportiva,29896.0,5602049.0,,,
2015,Lazio,regione,Attività sportiva,2529.0,2912069.0,,,
2015,Marche,regione,Attività sportiva,6046.0,757893.0,,,
2015,Toscana,regione,Attività sportiva,32277.0,3554431.0,,,
2015,Umbria,regione,Attività sportiva,3358.0,497481.0,,,
2015,Tot Centro,macroarea,Attività sportiva,44210.0,7721874.0,,,
2015,Abruzzo,regione,Attività sportiva,2266.0,534104.0,,,
2015,Basilicata,regione,Attività sportiva,460.0,104375.0,,,
2015,Calabria,regione,Attività sportiva,575.0,244609.0,,,
2015,Campania,regione,Attività sportiva,1637.0,1817871.0,,,
2015,Molise,regione,Attività sportiva,352.0,32006.0,,,
2015,Puglia,regione,Attività sportiva,1726.0,1108952.0,,,
2015,Tot Sud,macroarea,Attività sportiva,7016.0,3841917.0,,,
2015,Sardegna,regione,Attività sportiva,1180.0,381234.0,,,
2015,Sicilia,regione,Attività sportiva,1392.0,1123856.0,,,
2015,Tot Isole,macroarea,Attività sportiva,2572.0,1505090.0,,,
2015,Totale complessivo,totale_nazionale,Attività sportiva,141193.0,28463782.0,,,
2014,Liguria,regione,Attività sportiva,1953.0,1210962.0,,,
2014,Lombardia,regione,Attività sportiva,35967.0,5781141.0,,,
2014,Piemonte,regione,Attività sportiva,17669.0,2820589.0,,,
2014,Valle d'Aosta,regione,Attività sportiva,351.0,21460.0,,,
2014,Tot Nord-ovest,macroarea,Attività sportiva,55940.0,9834152.0,,,
2014,Emilia-Romagna,regione,Attività sportiva,11691.0,2708768.0,,,
2014,Friuli- Venezia Giulia,regione,Attività sportiva,5069.0,492277.0,,,
2014,Trentino-Alto Adige,regione,Attività sportiva,2263.0,528070.0,,,
2014,Veneto,regione,Attività sportiva,11134.0,1732445.0,,,
2014,Tot Nord-est,macroarea,Attività sportiva,30157.0,5461560.0,,,
2014,Lazio,regione,Attività sportiva,2487.0,2983386.0,,,
2014,Marche,regione,Attività sportiva,5844.0,691518.0,,,
2014,Toscana,regione,Attività sportiva,31868.0,3454381.0,,,
2014,Umbria,regione,Attività sportiva,3861.0,529753.0,,,
2014,Tot Centro,macroarea,Attività sportiva,44060.0,7659038.0,,,
2014,Abruzzo,regione,Attività sportiva,2168.0,489009.0,,,
2014,Basilicata,regione,Attività sportiva,473.0,107809.0,,,
2014,Calabria,regione,Attività sportiva,499.0,295532.0,,,
2014,Campania,regione,Attività sportiva,1583.0,1753145.0,,,
2014,Molise,regione,Attività sportiva,383.0,26260.0,,,
2014,Puglia,regione,Attività sportiva,1801.0,1288231.0,,,
2014,Tot Sud,macroarea,Attività sportiva,6907.0,3959986.0,,,
2014,Sardegna,regione,Attività sportiva,1249.0,416820.0,,,
2014,Sicilia,regione,Attività sportiva,1196.0,1106399.0,,,
2014,Tot Isole,macroarea,Attività sportiva,2445.0,1523219.0,,,
2014,Totale complessivo,totale_nazionale,Attività sportiva,139509.0,28437955.0,,,
2013,Liguria,regione,Attività sportiva,1963.0,1202396.0,,,
2013,Lombardia,regione,Attività sportiva,35836.0,5722497.0,,,
2013,Piemonte,regione,Attività sportiva,18581.0,3002435.0,,,
2013,Valle d'Aosta,regione,Attività sportiva,371.0,48255.0,,,
2013,Tot Nord-ovest,macroarea,Attività sportiva,56751.0,9975583.0,,,
2013,Emilia-Romagna,regione,Attività sportiva,12354.0,2573541.0,,,
2013,Friuli- Venezia Giulia,regione,Attività sportiva,5403.0,590333.0,,,
2013,Trentino-Alto Adige,regione,Attività sportiva,2435.0,606637.0,,,
2013,Veneto,regione,Attività sportiva,11802.0,1757954.0,,,
2013,Tot Nord-est,macroarea,Attività sportiva,31994.0,5528465.0,,,
2013,Lazio,regione,Attività sportiva,2581.0,2706396.0,,,
2013,Marche,regione,Attività sportiva,6236.0,607858.0,,,
2013,Toscana,regione,Attività sportiva,30371.0,3197254.0,,,
2013,Umbria,regione,Attività sportiva,3926.0,438586.0,,,
2013,Tot Centro,macroarea,Attività sportiva,43114.0,6950094.0,,,
2013,Abruzzo,regione,Attività sportiva,2332.0,532671.0,,,
2013,Basilicata,regione,Attività sportiva,550.0,46643.0,,,
2013,Calabria,regione,Attività sportiva,477.0,334908.0,,,
2013,Campania,regione,Attività sportiva,1633.0,1863025.0,,,
2013,Molise,regione,Attività sportiva,397.0,25106.0,,,
2013,Puglia,regione,Attività sportiva,1804.0,656764.0,,,
2013,Tot Sud,macroarea,Attività sportiva,7193.0,3459117.0,,,
2013,Sardegna,regione,Attività sportiva,1127.0,291443.0,,,
2013,Sicilia,regione,Attività sportiva,1119.0,978644.0,,,
2013,Tot Isole,macroarea,Attività sportiva,2246.0,1270087.0,,,
2013,Totale complessivo,totale_nazionale,Attività sportiva,141298.0,27183346.0,,,
2012,Liguria,regione,Attività sportiva,1802.0,1231756.0,,,
2012,Lombardia,regione,Attività sportiva,32645.0,6269399.0,,,
2012,Piemonte,regione,Attività sportiva,16363.0,2942742.0,,,
2012,Valle d'Aosta,regione,Attività sportiva,279.0,42407.0,,,
2012,Tot Nord-ovest,macroarea,Attività sportiva,51089.0,10486304.0,,,
2012,Emilia-Romagna,regione,Attività sportiva,13021.0,2506673.0,,,
2012,Friuli- Venezia Giulia,regione,Attività sportiva,4671.0,764088.0,,,
2012,Trentino-Alto Adige,regione,Attività sportiva,2335.0,479220.0,,,
2012,Veneto,regione,Attività sportiva,11096.0,1826714.0,,,
2012,Tot Nord-est,macroarea,Attività sportiva,31123.0,5576695.0,,,
2012,Lazio,regione,Attività sportiva,2641.0,2671110.0,,,
2012,Marche,regione,Attività sportiva,6430.0,751473.0,,,
2012,Toscana,regione,Attività sportiva,31148.0,3118511.0,,,
2012,Umbria,regione,Attività sportiva,4099.0,514492.0,,,
2012,Tot Centro,macroarea,Attività sportiva,44318.0,7055586.0,,,
2012,Abruzzo,regione,Attività sportiva,2281.0,646467.0,,,
2012,Basilicata,regione,Attività sportiva,515.0,51344.0,,,
2012,Calabria,regione,Attività sportiva,571.0,412107.0,,,
2012,Campania,regione,Attività sportiva,1513.0,1625076.0,,,
2012,Molise,regione,Attività sportiva,403.0,30498.0,,,
2012,Puglia,regione,Attività sportiva,1604.0,931989.0,,,
2012,Tot Sud,macroarea,Attività sportiva,6887.0,3697481.0,,,
2012,Sardegna,regione,Attività sportiva,1310.0,311713.0,,,
2012,Sicilia,regione,Attività sportiva,1117.0,1105151.0,,,
2012,Tot Isole,macroarea,Attività sportiva,2427.0,1416864.0,,,
2012,Totale complessivo,totale_nazionale,Attività sportiva,135844.0,28232930.0,,,
2011,Liguria,regione,Attività sportiva,1958.0,1180050.0,,,
2011,Lombardia,regione,Attività sportiva,31376.0,6379805.0,,,
2011,Piemonte,regione,Attività sportiva,17036.0,2665066.0,,,
2011,Valle d'Aosta,regione,Attività sportiva,209.0,11019.0,,,
2011,Tot Nord-ovest,macroarea,Attività sportiva,50579.0,10235940.0,,,
2011,Emilia-Romagna,regione,Attività sportiva,13615.0,2452739.0,,,
2011,Friuli- Venezia Giulia,regione,Attività sportiva,4835.0,729277.0,,,
2011,Trentino-Alto Adige,regione,Attività sportiva,2292.0,637014.0,,,
2011,Veneto,regione,Attività sportiva,11359.0,1982537.0,,,
2011,Tot Nord-est,macroarea,Attività sportiva,32101.0,5801567.0,,,
2011,Lazio,regione,Attività sportiva,2543.0,2761896.0,,,
2011,Marche,regione,Attività sportiva,6076.0,779574.0,,,
2011,Toscana,regione,Attività sportiva,30818.0,3068166.0,,,
2011,Umbria,regione,Attività sportiva,4123.0,412808.0,,,
2011,Tot Centro,macroarea,Attività sportiva,43560.0,7022444.0,,,
2011,Abruzzo,regione,Attività sportiva,2412.0,540203.0,,,
2011,Basilicata,regione,Attività sportiva,556.0,49937.0,,,
2011,Calabria,regione,Attività sportiva,556.0,404381.0,,,
2011,Campania,regione,Attività sportiva,1569.0,1921153.0,,,
2011,Molise,regione,Attività sportiva,568.0,43189.0,,,
2011,Puglia,regione,Attività sportiva,1597.0,1177815.0,,,
2011,Tot Sud,macroarea,Attività sportiva,7258.0,4136678.0,,,
2011,Sardegna,regione,Attività sportiva,1366.0,462051.0,,,
2011,Sicilia,regione,Attività sportiva,1343.0,1185046.0,,,
2011,Tot Isole,macroarea,Attività sportiva,2709.0,1647097.0,,,
2011,Totale complessivo,totale_nazionale,Attività sportiva,136207.0,28843726.0,,,
2010,Liguria,regione,Attività sportiva,2514.0,1026714.0,,,
2010,Lombardia,regione,Attività sportiva,33008.0,6044404.0,,,
